IDOrder,IDrestaurant,IDclient,date,heure,modepaiement,remise,IDcaissier,etatpaiement
C2536,R1,1,2024-02-02,19:46:00,Card,0,2,0
C2537,R1,1,2024-02-03,21:46:00,Card,0,2,1
C2538,R1,1,2024-02-03,15:10:00,Card,30,1,0
C2539,R1,1,2024-02-03,21:50:00,Card,30,2,0
C2540,R1,1,2024-02-03,12:56:00,Cash,0,2,1
C2541,R1,1,2024-02-03,19:05:00,Card,0,2,1
C2542,R1,1,2024-02-03,22:23:00,Card,20,1,1
C2543,R1,1,2024-02-03,21:02:00,Card,0,3,0
C2544,R1,1,2024-02-03,23:50:00,Cash,0,3,0
C2545,R1,1,2024-02-03,11:46:00,Card,0,3,0
C2546,R1,1,2024-02-03,20:16:00,Cash,10,3,0
C2547,R1,1,2024-02-03,22:06:00,Card,0,1,0
C2548,R1,1,2024-02-03,20:13:00,Cash,30,3,0
C2549,R1,1,2024-02-03,19:00:00,Card,0,2,0
C2550,R1,1,2024-02-03,15:10:00,Cash,0,2,1
C2551,R1,1,2024-02-03,16:41:00,Cash,999,2,0
C2552,R1,1,2024-02-03,22:19:00,Card,40,2,1
C2553,R1,1,2024-02-03,18:55:00,Card,0,2,0
C2554,R1,1,2024-02-03,19:27:00,Cash,20,1,0
C2555,R1,1,2024-02-03,12:55:00,Cash,20,2,1
C2556,R1,1,2024-02-03,13:35:00,Card,10,2,1
C2557,R1,1,2024-02-03,11:32:00,Cash,0,3,1
C2558,R1,1,2024-02-03,17:37:00,Card,0,2,1
C2559,R1,1,2024-02-03,10:54:00,Card,0,2,0
C2560,R1,1,2024-02-03,17:51:00,Card,30,2,1
C2561,R1,1,2024-02-03,14:53:00,Card,0,2,1
C2562,R1,1,2024-02-03,23:18:00,Card,0,2,0
C2563,R1,1,2024-02-03,20:51:00,Cash,0,2,0
C2564,R1,1,2024-02-03,20:08:00,Card,0,2,0
C2565,R1,1,2024-02-03,12:34:00,Card,0,3,0
C2566,R1,1,2024-02-03,16:34:00,Cash,0,3,0
C2567,R1,1,2024-02-03,17:13:00,Card,20,2,0
C2568,R1,1,2024-02-03,12:58:00,Cash,0,3,0
C2569,R1,1,2024-02-03,23:21:00,Card,0,1,1
C2570,R1,1,2024-02-03,11:59:00,Card,20,3,0
C2571,R1,1,2024-02-03,15:39:00,Cash,10,3,0
C2572,R1,1,2024-02-03,12:52:00,Card,0,1,1
C2573,R1,1,2024-02-03,19:01:00,Card,0,1,1
C2574,R1,1,2024-02-03,20:57:00,Card,30,1,1
C2575,R1,1,2024-02-03,11:12:00,Cash,0,1,0
C2576,R1,1,2024-02-03,15:40:00,Card,20,3,0
C2577,R1,1,2024-02-03,11:15:00,Card,999,1,1
C2578,R1,1,2024-02-03,14:54:00,Cash,30,2,1
C2579,R1,1,2024-02-03,10:10:00,Cash,40,2,0
C2580,R1,1,2024-02-03,17:35:00,Cash,0,2,0
C2581,R1,1,2024-02-03,10:30:00,Cash,30,1,0
C2582,R1,1,2024-02-03,11:23:00,,0,2,0
C2583,R1,1,2024-02-03,11:33:00,Cash,30,3,0
C2584,R1,1,2024-02-03,16:36:00,Cash,40,1,0
C2585,R1,1,2024-02-03,11:16:00,Cash,0,3,1
C2586,R1,1,2024-02-03,14:26:00,Cash,10,2,1
C2587,R1,1,2024-02-03,11:28:00,Cash,0,1,1
C2588,R1,1,2024-02-03,17:29:00,Card,10,2,0
C2589,R1,1,2024-02-03,19:46:00,Card,20,2,1
C2590,R1,1,2024-02-03,12:03:00,Cash,10,3,0
C2591,R1,1,2024-02-03,11:10:00,Cash,0,1,0
C2592,R1,1,2024-02-03,22:41:00,Cash,0,1,0
C2593,R1,1,2024-02-03,18:31:00,Cash,0,3,0
C2594,R1,1,2024-02-03,11:27:00,Card,0,2,0
C2595,R1,1,2024-02-03,22:16:00,Cash,40,1,0
C2596,R1,1,2024-02-03,14:51:00,Card,0,3,1
C2597,R1,1,2024-02-03,11:32:00,Card,10,3,1
C2598,R1,1,2024-02-03,21:44:00,Card,30,3,1
C2599,R1,1,2024-02-03,21:57:00,Card,10,3,1
C2600,R1,1,2024-02-03,15:59:00,Card,10,3,0
C2601,R1,1,2024-02-03,16:03:00,Cash,0,2,0
C2602,R1,1,2024-02-03,19:02:00,Card,40,2,1
C2603,R1,1,2024-02-03,20:39:00,Card,0,2,0
C2604,R1,1,2024-02-03,10:42:00,Cash,10,1,0
C2605,R1,1,2024-02-03,14:13:00,Cash,0,2,1
C2606,R1,1,2024-02-03,14:17:00,Card,0,2,0
C2607,R1,1,2024-02-03,15:35:00,Card,0,1,1
C2608,R1,1,2024-02-03,13:44:00,Card,30,2,0
C2609,R1,1,2024-02-03,21:56:00,Cash,30,2,0
C2610,R1,1,2024-02-03,15:55:00,Cash,0,1,0
C2611,R1,1,2024-02-03,18:26:00,Cash,0,1,0
C2612,R1,1,2024-02-03,14:17:00,Card,0,3,1
C2613,R1,1,2024-02-03,12:33:00,Cash,40,1,0
C2614,R1,1,2024-02-03,12:58:00,Cash,0,3,0
C2615,R1,1,2024-02-03,17:22:00,Card,20,2,0
C2616,R1,1,2024-02-03,15:56:00,Cash,0,2,0
C2617,R1,1,2024-02-03,11:42:00,Card,20,1,0
C2618,R1,1,2024-02-03,23:22:00,Cash,40,1,0
C2619,R1,1,2024-02-03,15:01:00,Card,40,3,1
C2620,R1,1,2024-02-03,21:56:00,,0,1,1
C2621,R1,1,2024-02-03,18:50:00,Cash,0,1,0
C2622,R1,1,2024-02-03,16:22:00,Cash,999,1,0
C2623,R1,1,2024-02-03,10:25:00,Card,20,2,1
C2624,R1,1,2024-02-03,16:50:00,Card,0,2,0
C2625,R1,1,2024-02-03,16:02:00,Card,10,2,0
C2626,R1,1,2024-02-03,17:05:00,Card,0,3,0
C2627,R1,1,2024-02-03,19:59:00,Cash,40,2,1
C2628,R1,1,2024-02-03,10:57:00,Card,0,3,1
C2629,R1,1,2024-02-03,23:21:00,Card,0,1,0
C2630,R1,1,2024-02-03,14:13:00,Cash,20,3,1
C2631,R1,1,2024-02-03,17:08:00,Card,0,3,1
C2632,R1,1,2024-02-03,22:16:00,Card,999,3,1
C2633,R1,1,2024-02-03,15:15:00,Cash,0,2,0
C2634,R1,1,2024-02-03,19:25:00,Card,0,2,0
C2635,R1,1,2024-02-03,15:09:00,Cash,0,1,1
C2636,R1,1,2024-02-03,20:02:00,Cash,0,3,0
C2637,R1,1,2024-02-03,14:15:00,,0,3,0
C2638,R1,1,2024-02-03,20:58:00,Cash,0,1,0
C2639,R1,1,2024-02-03,11:02:00,Cash,0,1,1
C2640,R1,1,2024-02-03,10:59:00,Cash,40,1,1
C2641,R1,1,2024-02-03,12:55:00,Card,20,3,0
C2642,R1,1,2024-02-03,22:31:00,Cash,40,2,0
C2643,R1,1,2024-02-03,22:11:00,Card,0,3,0
C2644,R1,1,2024-02-03,14:59:00,Cash,0,3,0
C2645,R1,1,2024-02-03,13:33:00,Cash,0,2,0
C2646,R1,1,2024-02-03,16:30:00,Cash,20,2,1
C2647,R1,1,2024-02-03,13:12:00,Cash,10,2,1
C2648,R1,1,2024-02-03,16:39:00,Cash,40,1,0
C2649,R1,1,2024-02-03,14:48:00,Card,0,2,1
C2650,R1,1,2024-02-03,18:13:00,Card,10,3,1
C2651,R1,1,2024-02-03,23:22:00,Cash,0,1,0
C2652,R1,1,2024-02-03,19:27:00,Card,0,1,1
C2653,R1,1,2024-02-03,22:46:00,Cash,0,1,0
C2654,R1,1,2024-02-03,12:04:00,Card,0,1,0
C2655,R1,1,2024-02-03,12:48:00,Cash,30,3,0
C2656,R1,1,2024-02-03,21:46:00,Card,0,3,0
C2657,R1,1,2024-02-03,16:44:00,Card,0,1,1
C2658,R1,1,2024-02-03,10:03:00,Cash,0,1,1
C2659,R1,1,2024-02-03,20:12:00,Card,0,2,0
C2660,R1,1,2024-02-03,14:15:00,Card,999,3,1
C2661,R1,1,2024-02-03,14:13:00,Card,0,1,1
C2662,R1,1,2024-02-03,20:14:00,Cash,0,3,1
C2663,R1,1,2024-02-03,22:11:00,Card,30,1,0
C2664,R1,1,2024-02-03,19:11:00,Cash,10,2,1
C2665,R1,1,2024-02-03,19:36:00,Card,20,3,0
C2666,R1,1,2024-02-03,16:22:00,Cash,20,1,1
C2667,R1,1,2024-02-03,11:48:00,Cash,40,3,0
C2668,R1,1,2024-02-03,19:03:00,Card,0,1,1
C2669,R1,1,2024-02-03,19:15:00,Card,0,3,0
C2670,R1,1,2024-02-03,10:20:00,Card,40,2,1
C2671,R1,1,2024-02-03,19:22:00,Cash,20,2,1
C2672,R1,1,2024-02-03,19:37:00,Cash,0,1,0
C2673,R1,1,2024-02-03,15:57:00,Cash,0,2,0
C2674,R1,1,2024-02-03,12:42:00,Cash,0,3,0
C2675,R1,1,2024-02-03,22:05:00,Card,30,3,0
C2676,R1,1,2024-02-03,10:33:00,Cash,20,2,0
C2677,R1,1,2024-02-03,13:17:00,Cash,40,2,1
C2678,R1,1,2024-02-03,18:57:00,,30,2,1
C2679,R1,1,2024-02-03,20:06:00,Cash,30,2,1
C2680,R1,1,2024-02-03,14:49:00,Cash,0,3,0
C2681,R1,1,2024-02-03,20:12:00,Cash,10,2,1
C2682,R1,1,2024-02-03,14:07:00,Card,10,1,1
C2683,R1,1,2024-02-03,14:23:00,Card,10,3,1
C2684,R1,1,2024-02-03,20:39:00,Card,0,3,0
C2685,R1,1,2024-02-03,23:42:00,Cash,0,3,1
C2686,R1,1,2024-02-03,21:59:00,Cash,40,3,1
C2687,R1,1,2024-02-03,20:04:00,Card,0,1,1
C2688,R1,1,2024-02-03,10:09:00,Cash,0,1,0
C2689,R1,1,2024-02-03,19:54:00,Card,30,3,1
C2690,R1,1,2024-02-03,18:43:00,Cash,0,3,0
C2691,R1,1,2024-02-03,10:27:00,Card,20,2,1
C2692,R1,1,2024-02-03,21:40:00,Cash,10,3,1
C2693,R1,1,2024-02-03,13:54:00,Card,10,1,1
C2694,R1,1,2024-02-03,20:55:00,Cash,20,1,0
C2695,R1,1,2024-02-03,16:37:00,Cash,0,2,1
C2696,R1,1,2024-02-03,21:18:00,Cash,30,1,0
C2697,R1,1,2024-02-03,17:37:00,Cash,0,2,1
C2698,R1,1,2024-02-03,18:33:00,Cash,10,1,1
C2699,R1,1,2024-02-03,20:37:00,Card,40,3,1
C2700,R1,1,2024-02-03,23:31:00,Cash,0,2,1
C2701,R1,1,2024-02-03,14:01:00,Cash,20,1,1
C2702,R1,1,2024-02-03,14:39:00,Cash,0,3,1
C2703,R1,1,2024-02-03,18:42:00,Cash,0,3,0
C2704,R1,1,2024-02-03,17:59:00,Cash,0,2,1
C2705,R1,1,2024-02-04,21:05:00,Card,0,3,0
C2706,R1,1,2024-02-04,14:53:00,Card,30,1,0
C2707,R1,1,2024-02-04,18:25:00,Card,20,1,0
C2708,R1,1,2024-02-04,20:55:00,,0,3,0
C2709,R1,1,2024-02-04,20:10:00,Card,0,2,1
C2710,R1,1,2024-02-04,13:06:00,Cash,0,2,1
C2711,R1,1,2024-02-04,19:13:00,Card,20,3,1
C2712,R1,1,2024-02-04,18:57:00,Card,0,1,1
C2713,R1,1,2024-02-04,13:17:00,Cash,30,3,0
C2714,R1,1,2024-02-04,13:38:00,Cash,10,1,0
C2715,R1,1,2024-02-04,21:10:00,Cash,0,3,0
C2716,R1,1,2024-02-04,10:02:00,Cash,10,2,1
C2717,R1,1,2024-02-04,23:50:00,Cash,40,1,1
C2718,R1,1,2024-02-04,18:03:00,Card,0,2,0
C2719,R1,1,2024-02-04,21:34:00,Card,0,3,0
C2720,R1,1,2024-02-04,20:06:00,Cash,0,1,0
C2721,R1,1,2024-02-04,12:33:00,Card,30,3,1
C2722,R1,1,2024-02-04,13:25:00,Card,0,2,1
C2723,R1,1,2024-02-04,11:45:00,Card,0,3,1
C2724,R1,1,2024-02-04,15:15:00,Cash,0,3,1
C2725,R1,1,2024-02-04,15:09:00,Card,0,1,1
C2726,R1,1,2024-02-04,11:35:00,Card,0,1,1
C2727,R1,1,2024-02-04,16:02:00,Cash,30,3,0
C2728,R1,1,2024-02-04,19:02:00,Cash,40,2,0
C2729,R1,1,2024-02-04,10:30:00,Cash,30,2,0
C2730,R1,1,2024-02-04,19:29:00,Cash,0,2,1
C2731,R1,1,2024-02-04,17:15:00,Card,30,1,0
C2732,R1,1,2024-02-04,16:11:00,Card,10,2,1
C2733,R1,1,2024-02-04,21:49:00,Cash,20,2,1
C2734,R1,1,2024-02-04,16:58:00,Card,40,2,1
C2735,R1,1,2024-02-04,16:34:00,Cash,40,3,1
C2736,R1,1,2024-02-04,21:36:00,Card,0,3,1
C2737,R1,1,2024-02-04,19:23:00,Card,20,2,1
C2738,R1,1,2024-02-04,10:56:00,Card,40,2,0
C2739,R1,1,2024-02-04,19:10:00,Card,0,1,1
C2740,R1,1,2024-02-04,18:06:00,Cash,999,3,1
C2741,R1,1,2024-02-04,18:33:00,Cash,0,3,1
C2742,R1,1,2024-02-04,16:53:00,Card,20,1,0
C2743,R1,1,2024-02-04,21:00:00,Cash,20,1,1
C2744,R1,1,2024-02-04,16:23:00,Card,10,2,0
C2745,R1,1,2024-02-04,21:26:00,Card,0,3,0
C2746,R1,1,2024-02-04,13:53:00,Card,0,3,0
C2747,R1,1,2024-02-04,11:21:00,Card,0,2,0
C2748,R1,1,2024-02-04,18:52:00,Card,20,2,0
C2749,R1,1,2024-02-04,21:05:00,Cash,0,3,1
C2750,R1,1,2024-02-04,17:15:00,Card,10,1,1
C2751,R1,1,2024-02-04,12:31:00,Cash,40,2,0
C2752,R1,1,2024-02-04,16:53:00,Card,0,3,0
C2753,R1,1,2024-02-04,16:51:00,Card,0,1,1
C2754,R1,1,2024-02-04,18:07:00,Cash,30,2,0
C2755,R1,1,2024-02-04,12:26:00,Cash,0,2,1
C2756,R1,1,2024-02-04,18:01:00,Card,10,2,0
C2757,R1,1,2024-02-04,13:44:00,Card,20,2,1
C2758,R1,1,2024-02-04,16:38:00,Cash,0,1,0
C2759,R1,1,2024-02-04,20:01:00,Card,30,3,1
C2760,R1,1,2024-02-04,17:11:00,Cash,0,1,0
C2761,R1,1,2024-02-05,17:37:00,Card,0,3,1
C2762,R1,1,2024-02-05,10:28:00,Card,0,1,1
C2763,R1,1,2024-02-05,16:58:00,Card,10,1,1
C2764,R1,1,2024-02-05,21:45:00,Card,0,3,1
C2765,R1,1,2024-02-05,17:59:00,Card,10,2,0
C2766,R1,1,2024-02-05,19:55:00,Cash,30,2,1
C2767,R1,1,2024-02-05,14:03:00,Cash,0,3,1
C2768,R1,1,2024-02-05,18:40:00,Cash,20,3,0
C2769,R1,1,2024-02-05,14:54:00,Card,0,1,1
C2770,R1,1,2024-02-05,18:23:00,Card,0,2,0
C2771,R1,1,2024-02-05,22:12:00,Card,10,3,0
C2772,R1,1,2024-02-05,12:47:00,Card,10,1,1
C2773,R1,1,2024-02-05,19:09:00,Cash,40,2,0
C2774,R1,1,2024-02-05,15:44:00,Card,0,3,1
C2775,R1,1,2024-02-05,19:53:00,Card,30,2,1
C2776,R1,1,2024-02-05,20:35:00,Card,30,3,1
C2777,R1,1,2024-02-05,22:40:00,Cash,0,1,0
C2778,R1,1,2024-02-05,19:34:00,Card,0,3,0
C2779,R1,1,2024-02-05,23:43:00,Card,30,3,0
C2780,R1,1,2024-02-05,12:39:00,Cash,20,1,0
C2781,R1,1,2024-02-05,22:31:00,Cash,30,1,0
C2782,R1,1,2024-02-05,10:23:00,Cash,0,3,0
C2783,R1,1,2024-02-05,20:59:00,Cash,10,3,0
C2784,R1,1,2024-02-05,20:13:00,Card,20,3,0
C2785,R1,1,2024-02-05,21:25:00,Cash,40,2,1
C2786,R1,1,2024-02-05,18:46:00,Card,10,1,0
C2787,R1,1,2024-02-05,12:51:00,Cash,0,1,1
C2788,R1,1,2024-02-05,16:32:00,Card,0,2,0
C2789,R1,1,2024-02-05,14:03:00,Card,20,1,1
C2790,R1,1,2024-02-05,22:07:00,,0,3,1
C2791,R1,1,2024-02-05,19:11:00,Card,20,2,1
C2792,R1,1,2024-02-05,10:14:00,Cash,0,1,0
C2793,R1,1,2024-02-05,19:42:00,Cash,40,3,0
C2794,R1,1,2024-02-05,15:49:00,Cash,0,2,0
C2795,R1,1,2024-02-05,17:58:00,Cash,0,1,0
C2796,R1,1,2024-02-05,22:41:00,Cash,0,1,0
C2797,R1,1,2024-02-05,10:44:00,Cash,0,2,1
C2798,R1,1,2024-02-05,16:20:00,Cash,40,3,1
C2799,R1,1,2024-02-05,21:16:00,Cash,20,2,0
C2800,R1,1,2024-02-05,15:41:00,Cash,20,1,1
C2801,R1,1,2024-02-05,13:28:00,Card,30,3,1
C2802,R1,1,2024-02-05,23:58:00,Cash,10,3,1
C2803,R1,1,2024-02-05,18:17:00,,0,1,1
C2804,R1,1,2024-02-05,16:27:00,Cash,0,2,0
C2805,R1,1,2024-02-05,23:16:00,Cash,0,1,0
C2806,R1,1,2024-02-05,20:40:00,,40,3,0
C2807,R1,1,2024-02-05,11:14:00,Cash,0,1,1
C2808,R1,1,2024-02-05,15:18:00,Card,0,3,1
C2809,R1,1,2024-02-05,22:26:00,Card,0,2,0
C2810,R1,1,2024-02-05,16:50:00,Cash,30,3,0
C2811,R1,1,2024-02-05,13:52:00,Card,40,1,1
C2812,R1,1,2024-02-05,16:55:00,Card,0,3,0
C2813,R1,1,2024-02-05,10:41:00,Cash,10,3,0
C2814,R1,1,2024-02-05,13:24:00,Card,40,3,0
C2815,R1,1,2024-02-05,13:02:00,Cash,30,2,1
C2816,R1,1,2024-02-05,12:58:00,Cash,0,3,0
C2817,R1,1,2024-02-06,20:10:00,Cash,0,2,1
C2818,R1,1,2024-02-06,14:14:00,,0,1,1
C2819,R1,1,2024-02-06,15:18:00,Card,0,3,1
C2820,R1,1,2024-02-06,15:47:00,Cash,20,1,0
C2821,R1,1,2024-02-06,17:00:00,Card,40,2,1
C2822,R1,1,2024-02-06,15:18:00,Cash,999,1,0
C2823,R1,1,2024-02-06,20:31:00,Cash,0,1,1
C2824,R1,1,2024-02-06,13:10:00,Cash,10,2,0
C2825,R1,1,2024-02-06,16:03:00,Card,0,1,1
C2826,R1,1,2024-02-06,18:12:00,Card,999,2,1
C2827,R1,1,2024-02-06,17:08:00,Card,10,2,0
C2828,R1,1,2024-02-06,14:25:00,Card,40,1,0
C2829,R1,1,2024-02-06,17:04:00,Card,10,2,0
C2830,R1,1,2024-02-06,14:15:00,Card,30,2,1
C2831,R1,1,2024-02-06,10:15:00,Cash,0,2,0
C2832,R1,1,2024-02-06,11:43:00,Cash,0,1,0
C2833,R1,1,2024-02-06,15:41:00,Cash,0,2,0
C2834,R1,1,2024-02-06,18:10:00,Card,999,3,0
C2835,R1,1,2024-02-06,12:51:00,Cash,40,2,1
C2836,R1,1,2024-02-06,10:48:00,Cash,0,2,1
C2837,R1,1,2024-02-06,18:13:00,Card,999,3,1
C2838,R1,1,2024-02-06,10:10:00,Cash,20,2,0
C2839,R1,1,2024-02-06,13:47:00,Cash,30,1,1
C2840,R1,1,2024-02-06,17:49:00,Card,30,1,0
C2841,R1,1,2024-02-06,23:39:00,Cash,0,1,0
C2842,R1,1,2024-02-06,21:10:00,Card,30,2,1
C2843,R1,1,2024-02-06,19:36:00,Card,40,1,1
C2844,R1,1,2024-02-06,18:32:00,,20,1,1
C2845,R1,1,2024-02-06,13:05:00,Cash,20,2,0
C2846,R1,1,2024-02-06,23:48:00,,0,1,1
C2847,R1,1,2024-02-06,14:57:00,Cash,10,1,1
C2848,R1,1,2024-02-06,22:55:00,Card,0,1,1
C2849,R1,1,2024-02-06,16:54:00,Cash,40,3,0
C2850,R1,1,2024-02-06,16:39:00,Cash,0,1,1
C2851,R1,1,2024-02-06,14:08:00,Cash,999,2,0
C2852,R1,1,2024-02-06,15:20:00,Cash,30,1,0
C2853,R1,1,2024-02-06,11:09:00,Card,0,3,0
C2854,R1,1,2024-02-06,13:20:00,Card,0,3,1
C2855,R1,1,2024-02-06,18:47:00,Cash,10,3,1
C2856,R1,1,2024-02-06,11:02:00,Cash,0,1,0
C2857,R1,1,2024-02-06,23:39:00,Card,0,1,0
C2858,R1,1,2024-02-06,23:15:00,Cash,20,1,1
C2859,R1,1,2024-02-06,19:42:00,Card,10,3,0
C2860,R1,1,2024-02-06,13:06:00,Card,40,2,1
C2861,R1,1,2024-02-06,10:10:00,Card,0,1,1
C2862,R1,1,2024-02-06,14:24:00,Card,0,2,0
C2863,R1,1,2024-02-06,21:21:00,Cash,40,3,0
C2864,R1,1,2024-02-06,14:13:00,Cash,999,3,0
C2865,R1,1,2024-02-06,16:25:00,Cash,0,1,1
C2866,R1,1,2024-02-06,21:18:00,Cash,30,1,1
C2867,R1,1,2024-02-06,19:05:00,Card,40,3,1
C2868,R1,1,2024-02-06,11:00:00,Card,0,2,0
C2869,R1,1,2024-02-06,18:32:00,Card,40,2,0
C2870,R1,1,2024-02-06,22:49:00,Cash,0,3,0
C2871,R1,1,2024-02-06,17:21:00,Cash,20,2,1
C2872,R1,1,2024-02-06,11:15:00,Cash,30,2,0
C2873,R1,1,2024-02-07,18:09:00,Cash,0,2,1
C2874,R1,1,2024-02-07,23:12:00,Cash,20,2,0
C2875,R1,1,2024-02-07,16:20:00,Cash,20,3,0
C2876,R1,1,2024-02-07,19:27:00,Cash,0,3,1
C2877,R1,1,2024-02-07,15:58:00,Cash,10,1,1
C2878,R1,1,2024-02-07,23:22:00,Cash,10,2,0
C2879,R1,1,2024-02-07,17:32:00,Card,20,3,0
C2880,R1,1,2024-02-07,23:06:00,Card,0,3,1
C2881,R1,1,2024-02-07,16:18:00,Card,10,3,1
C2882,R1,1,2024-02-07,23:56:00,Cash,40,1,1
C2883,R1,1,2024-02-07,23:32:00,Card,30,1,0
C2884,R1,1,2024-02-07,11:38:00,Card,30,2,0
C2885,R1,1,2024-02-07,14:05:00,Cash,999,3,1
C2886,R1,1,2024-02-07,16:33:00,Card,0,1,1
C2887,R1,1,2024-02-07,12:26:00,Card,30,2,1
C2888,R1,1,2024-02-07,22:36:00,Cash,10,2,1
C2889,R1,1,2024-02-07,18:12:00,Card,10,2,1
C2890,R1,1,2024-02-07,11:16:00,Cash,20,3,0
C2891,R1,1,2024-02-07,23:29:00,Cash,0,1,1
C2892,R1,1,2024-02-07,12:12:00,Card,0,1,0
C2893,R1,1,2024-02-07,18:01:00,Cash,0,1,1
C2894,R1,1,2024-02-07,21:58:00,Cash,0,1,0
C2895,R1,1,2024-02-07,16:54:00,Cash,0,3,1
C2896,R1,1,2024-02-07,16:17:00,Cash,40,2,1
C2897,R1,1,2024-02-07,10:53:00,Cash,10,2,1
C2898,R1,1,2024-02-07,15:20:00,Card,0,3,1
C2899,R1,1,2024-02-07,15:18:00,Cash,0,2,0
C2900,R1,1,2024-02-07,10:17:00,Cash,20,1,1
C2901,R1,1,2024-02-07,17:12:00,Card,999,2,0
C2902,R1,1,2024-02-07,22:48:00,Cash,0,3,0
C2903,R1,1,2024-02-07,19:10:00,Card,0,3,1
C2904,R1,1,2024-02-07,14:36:00,Card,20,2,0
C2905,R1,1,2024-02-07,17:48:00,Cash,0,1,1
C2906,R1,1,2024-02-07,11:52:00,,30,1,1
C2907,R1,1,2024-02-07,19:34:00,Card,0,2,0
C2908,R1,1,2024-02-07,15:28:00,Cash,20,1,1
C2909,R1,1,2024-02-07,12:30:00,Card,10,2,1
C2910,R1,1,2024-02-07,21:23:00,Card,0,3,1
C2911,R1,1,2024-02-07,18:57:00,Cash,0,2,0
C2912,R1,1,2024-02-07,15:35:00,Card,0,3,0
C2913,R1,1,2024-02-07,14:55:00,Cash,20,2,0
C2914,R1,1,2024-02-07,19:06:00,Card,10,2,0
C2915,R1,1,2024-02-07,13:20:00,Card,0,3,1
C2916,R1,1,2024-02-07,15:28:00,Cash,0,3,1
C2917,R1,1,2024-02-07,22:00:00,Card,0,2,1
C2918,R1,1,2024-02-07,22:08:00,Cash,30,3,1
C2919,R1,1,2024-02-07,16:38:00,Cash,10,3,1
C2920,R1,1,2024-02-07,16:55:00,Cash,30,3,1
C2921,R1,1,2024-02-07,15:17:00,Card,40,1,0
C2922,R1,1,2024-02-07,20:25:00,Card,0,2,1
C2923,R1,1,2024-02-07,14:56:00,Cash,0,3,1
C2924,R1,1,2024-02-07,17:04:00,Card,10,3,0
C2925,R1,1,2024-02-07,15:58:00,Card,0,2,0
C2926,R1,1,2024-02-07,14:14:00,Card,0,3,0
C2927,R1,1,2024-02-07,21:25:00,Card,0,3,0
C2928,R1,1,2024-02-07,22:13:00,Card,0,3,0
C2929,R1,1,2024-02-08,23:03:00,Card,10,1,1
C2930,R1,1,2024-02-08,21:50:00,Cash,0,3,0
C2931,R1,1,2024-02-08,11:24:00,Card,0,2,0
C2932,R1,1,2024-02-08,10:30:00,Cash,0,2,1
C2933,R1,1,2024-02-08,15:26:00,Card,20,1,0
C2934,R1,1,2024-02-08,19:03:00,Card,10,3,1
C2935,R1,1,2024-02-08,16:05:00,Card,0,2,1
C2936,R1,1,2024-02-08,19:13:00,Card,30,3,0
C2937,R1,1,2024-02-08,17:26:00,Card,0,3,1
C2938,R1,1,2024-02-08,11:15:00,Cash,30,3,1
C2939,R1,1,2024-02-08,18:06:00,Cash,0,3,1
C2940,R1,1,2024-02-08,19:45:00,Card,0,3,1
C2941,R1,1,2024-02-08,12:44:00,Cash,20,3,1
C2942,R1,1,2024-02-08,21:42:00,Card,0,2,1
C2943,R1,1,2024-02-08,17:40:00,Card,20,3,1
C2944,R1,1,2024-02-08,22:14:00,Card,10,3,0
C2945,R1,1,2024-02-08,14:23:00,,20,1,0
C2946,R1,1,2024-02-08,19:01:00,Card,0,2,1
C2947,R1,1,2024-02-08,22:40:00,Cash,10,3,0
C2948,R1,1,2024-02-08,13:53:00,Cash,30,1,1
C2949,R1,1,2024-02-08,19:40:00,Cash,10,3,0
C2950,R1,1,2024-02-08,23:58:00,Card,0,1,0
C2951,R1,1,2024-02-08,19:45:00,Cash,0,2,1
C2952,R1,1,2024-02-08,19:19:00,Card,999,1,0
C2953,R1,1,2024-02-08,15:04:00,Card,0,2,0
C2954,R1,1,2024-02-08,18:40:00,Card,20,3,1
C2955,R1,1,2024-02-08,14:33:00,Cash,0,2,0
C2956,R1,1,2024-02-08,21:26:00,Card,0,3,1
C2957,R1,1,2024-02-08,17:00:00,Cash,10,2,1
C2958,R1,1,2024-02-08,23:38:00,Cash,0,2,0
C2959,R1,1,2024-02-08,10:39:00,Cash,10,3,0
C2960,R1,1,2024-02-08,14:08:00,Card,0,3,1
C2961,R1,1,2024-02-08,19:05:00,Card,0,2,0
C2962,R1,1,2024-02-08,23:30:00,Card,0,1,0
C2963,R1,1,2024-02-08,18:06:00,Card,40,2,0
C2964,R1,1,2024-02-08,11:43:00,Card,0,3,1
C2965,R1,1,2024-02-08,16:52:00,Card,0,2,0
C2966,R1,1,2024-02-08,19:37:00,Cash,30,1,0
C2967,R1,1,2024-02-08,13:45:00,Cash,0,3,0
C2968,R1,1,2024-02-08,10:25:00,Cash,40,2,1
C2969,R1,1,2024-02-08,23:18:00,Card,0,3,1
C2970,R1,1,2024-02-08,17:23:00,Cash,0,3,1
C2971,R1,1,2024-02-08,16:44:00,Cash,40,1,0
C2972,R1,1,2024-02-08,11:17:00,Card,10,3,0
C2973,R1,1,2024-02-08,21:55:00,Card,40,3,0
C2974,R1,1,2024-02-08,17:45:00,Card,0,1,1
C2975,R1,1,2024-02-08,21:30:00,Card,0,1,0
C2976,R1,1,2024-02-08,10:17:00,Cash,10,2,1
C2977,R1,1,2024-02-08,14:12:00,Card,30,2,0
C2978,R1,1,2024-02-08,20:04:00,Card,0,1,1
C2979,R1,1,2024-02-08,18:30:00,Cash,40,2,0
